id;domain;is_legal;is_automated;is_interesting;is_interesting_desc
481;dimecuba.link;f;f;f;DATA_INTERESTING_DESC_NO_AD
482;dneh.me;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
483;dr.parcelperform.com;f;f;f;DATA_INTERESTING_DESC_NO_MISSED_OPPORTUNITY
484;ediary.ecrscorp.com;f;f;f;DATA_INTERESTING_DESC_NO_MISSED_OPPORTUNITY
485;e.lilly;f;f;t;DATA_INTERESTING_DESC_YES_PII
486;gameflip.com;f;f;t;DATA_INTERESTING_DESC_YES_ACCOUNT_PASSWORD_RESET
487;gemlink.io;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
488;goo.gl;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
489;housing-portal.org;f;f;f;DATA_INTERESTING_DESC_NO_AD
490;i.dpd.ro;f;f;t;DATA_INTERESTING_DESC_YES_PII
491;jtqn1.co;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
492;iyyds.co;f;f;f;DATA_INTERESTING_DESC_NO_AD
493;keyo.com;f;f;f;DATA_INTERESTING_DESC_NO_MISSED_OPPORTUNITY
494;l.certicalia.c;f;f;f;DATA_INTERESTING_DESC_NO_AD
495;lg.im;f;f;f;DATA_INTERESTING_DESC_NO_AD
496;meaf.me;f;f;f;DATA_INTERESTING_DESC_NO_AD
497;molbubi.hu;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
498;otp46.cc;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
499;parents.app.link;f;f;t;DATA_INTERESTING_DESC_YES_PII
500;plaapp.onelink.me;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
501;pplnf.ru;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
502;p.qa.r;f;f;f;DATA_INTERESTING_DESC_NO_MISSED_OPPORTUNITY
503;rb.gy;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
504;reject.credos.com.ua;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
505;rentals.tripadvisor.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
506;sandbox.sequrapi.com;f;f;t;
507;shortl.ing;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
508;slottio.com;f;f;f;DATA_INTERESTING_DESC_NO_AD
509;slv1.co;f;f;f;DATA_INTERESTING_DESC_NO_AD
510;s.prpy.co;f;f;f;DATA_INTERESTING_DESC_NO_AD
511;staging-cs.amazingtalker.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
512;start.checkgo.org;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
513;support-connexion.in;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
514;txt.rwdrmndrs.com;f;f;t;DATA_INTERESTING_DESC_YES_PII
515;ukrwds.com;f;f;t;DATA_INTERESTING_DESC_YES_PII
516;venmo.com;f;f;t;DATA_INTERESTING_DESC_YES_ACCOUNT_PASSWORD_RESET
517;ss.surveysignal.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
518;t.shangri-la.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
519;viettel.vn;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
520;www.alsa-nextbike.es;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
521;www.ayyildiz.de;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
522;www.betterhelp.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
523;www.kvb-rad.de;f;f;t;DATA_INTERESTING_DESC_YES_ACCOUNT_TAKEOVER
524;www.mrlender.com;f;f;t;
525;www.nextbike.de;f;f;t;DATA_INTERESTING_DESC_YES_ACCOUNT_TAKEOVER
526;www.veturilo.waw.pl;f;f;t;DATA_INTERESTING_DESC_YES_ACCOUNT_TAKEOVER
527;login.coffreo.com;f;f;t;DATA_INTERESTING_DESC_YES_PII
916;askb.co;f;f;f;DATA_INTERESTING_DESC_NO_AD
924;fiverr.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
932;zpr.io;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
940;www.nextbike.co.uk;f;f;t;
948;caps.creditacceptance.com;f;f;f;DATA_INTERESTING_DESC_NO_AD
956;rwdsuk.com;f;f;t;DATA_INTERESTING_DESC_YES_PII
964;app.smsmasivos.com.mx;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
972;clcks.me;f;f;t;
980;c.singular.net;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
988;d-post-konto.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
996;www.swagbucks.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1004;go.gxmble.com;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
1012;icloud-signin.ir;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1020;jcddr.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1028;leyasaw.site;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1036;myar.app;f;f;t;
1044;open.empower.financ;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1052;quiltnorth.me;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1060;url07.top;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
1068;WhatsApp.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
917;axa.es;f;f;t;
925;flyp.gs;f;f;t;
933;www.qara.app;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
941;www.forbesindia.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
949;cre.ac;f;f;t;DATA_INTERESTING_DESC_YES_PII
957;sms.nw-click.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
965;bark.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
973;clhi.cc;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
981;dev.bp-frontend.tf.aws.bmjgroup.com;f;f;t;DATA_INTERESTING_DESC_YES_DISCOVERY
989;earnbetter.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
997;zdloj.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1005;go.seven.casino;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
1013;idme.page.link;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1021;jmkey.win;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
1029;link.action.frieslandcampina.be;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1037;mx.betcr.is;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1045;ozvmcf.com;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
1053;qwww.americanexpress.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1061;vbs.cm;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1069;win96bet.mobi;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
918;bancaonline.bankinter.com;f;f;t;
926;fugce.com;f;f;f;DATA_INTERESTING_DESC_NO_AD
934;www.superautosales.net;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
942;www.google.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
950;edrjmp.com;f;f;f;DATA_INTERESTING_DESC_NO_AD
958;submt.ai;f;f;t;DATA_INTERESTING_DESC_YES_PII
966;bhm.mobi;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
974;client-allegro.earchiwum.pl;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
982;device.payfone.com;f;f;t;
990;ecvz.top;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
998;www.generali.es;f;f;t;
1006;go.skyviewtrading.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1014;imoulifevn.com.vn;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1022;jthcsi.com;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
1030;link.dice.fm;f;f;t;
1038;my.iplum.com;f;f;t;DATA_INTERESTING_DESC_YES_ACCOUNT_PASSWORD_RESET
1046;pepsimax.zptr.im;f;f;f;DATA_INTERESTING_DESC_NO_AD
1054;registroidentifica.val.comunidad.madrid;f;f;t;DATA_INTERESTING_DESC_YES_DISCOVERY
1062;verificacion.repsolluzygas.com;f;f;t;
1070;wizink.app-cartaopt.site;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
919;bby.me;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
927;gaudi.dating;f;f;t;DATA_INTERESTING_DESC_YES_ACCOUNT_PASSWORD_RESET
935;xy59r.app.goo.gl;f;f;f;DATA_INTERESTING_DESC_NO_AD
943;www.klm.nl;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
951;e-Sign.link;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
959;2h.ae;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
967;bit2c.co.il;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
975;clubtoka.com;f;f;t;
983;dev.pards.golf;f;f;t;
991;eel.nu;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
999;www.dtac.co.th;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1007;hdwn.xjwn.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1015;instaastro.app.link;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1023;kanseiwheels.pscrpt.io;f;f;f;DATA_INTERESTING_DESC_NO_AD
1031;links.tide.co;f;f;f;DATA_INTERESTING_DESC_NO_AD
1039;mykr.es;f;f;t;DATA_INTERESTING_DESC_YES_ACCOUNT_PASSWORD_RESET
1047;phmacao.ink;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
1055;reject.creditkasa.ua;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1063;verify-v2.socure.com;f;f;t;
1071;wlink.live;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
920;bdr.page.link;f;f;t;DATA_INTERESTING_DESC_YES_PII,DATA_INTERESTING_DESC_YES_ACCOUNT_TAKEOVER
928;gestionaluz.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
936;y4t.xyz;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
944;www.lyft.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
837;app-driver.grubhub.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
838;apis.imaginaenergia.com;f;f;t;
839;9as.ne;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
840;a.ally;f;f;t;
841;b2w44.app.goo.gl;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
842;bouclme.smsb.co;f;f;f;DATA_INTERESTING_DESC_NO_AD
843;bdo.to;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
844;app.pango.co.il;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
845;bouns.uno;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
846;brgt.us;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
847;bruno.pp24.co;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
848;ciudjal.mx;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
849;cutt.ly;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
850;cvfq.top;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
851;dali77b.top;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
852;davidlloyd.page.li;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
853;dev-payments2.deluxe.com;f;f;f;DATA_INTERESTING_DESC_NO_MISSED_OPPORTUNITY
854;driverdoc.io;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
855;eapply.syf.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
856;earnin.link;f;f;f;DATA_INTERESTING_DESC_NO_AD
857;eepurl.com;f;f;f;DATA_INTERESTING_DESC_NO_AD
858;g9b.xyz;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
859;gal-shared-e1-dev-app-cirsa.azurewebsites.net;f;f;t;
860;generali-cloud.infocert.it;f;f;t;
861;www.taptap.io;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
862;www.trip.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
863;xenia.pa;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
864;zigota.co.il;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
865;www.blackpearl.dev.prod;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
866;www.blackpearl.dev;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
867;www.afroint.com;f;f;t;DATA_INTERESTING_DESC_YES_PII
868;usa.experian.com;f;f;t;
869;url.upwork.com;f;f;t;
870;uben.me;f;f;f;DATA_INTERESTING_DESC_NO_AD
871;recovery.careem.c;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
872;reject.navse.ua;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
873;ro.betano.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
874;saas-onboarding.incodesmile.com;f;f;f;DATA_INTERESTING_DESC_NO_MISSED_OPPORTUNITY
875;3bw.xyz;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
876;del.dhl.com;f;f;t;DATA_INTERESTING_DESC_YES_PII,DATA_INTERESTING_DESC_YES_ACCOUNT_TAKEOVER
877;hw7.xyz;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
878;intranet.val.comunidad.madrid;f;f;t;DATA_INTERESTING_DESC_YES_DISCOVERY
879;lazada.slatic.net;f;f;f;DATA_INTERESTING_DESC_NO_AD
880;links.expertmarket.com;f;f;f;DATA_INTERESTING_DESC_NO_AD
881;livestaging.s;f;f;f;DATA_INTERESTING_DESC_NO_AD
882;ljkxa.com;f;f;f;DATA_INTERESTING_DESC_NO_AD
883;l.seur.com;f;f;t;DATA_INTERESTING_DESC_YES_PII,DATA_INTERESTING_DESC_YES_ACCOUNT_TAKEOVER
884;medvidi.us;f;f;t;DATA_INTERESTING_DESC_YES_PII
885;mokka.bg;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
886;mtnln9.com;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
887;multisend.co.il;f;f;f;DATA_INTERESTING_DESC_NO_MISSED_OPPORTUNITY
888;ox4.xyz;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
889;pan.fm;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
890;play.google.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
891;poply.com;f;f;f;DATA_INTERESTING_DESC_NO_MISSED_OPPORTUNITY
892;prep.vn;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
893;pubt.me;f;f;f;DATA_INTERESTING_DESC_NO_MISSED_OPPORTUNITY,DATA_INTERESTING_DESC_NO_OTHER
894;qrco.de;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
895;signnow.com;f;f;t;DATA_INTERESTING_DESC_YES_PII
896;smgc.co;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
897;spnwhl.io;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
898;sqra.e;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
899;s-telegram.cc;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
900;stellaartois.zptr.im;f;f;f;DATA_INTERESTING_DESC_NO_AD
901;stella.zptco.im;f;f;f;DATA_INTERESTING_DESC_NO_AD
902;support-connexion.info;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
903;tadaexp.co.uk;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
904;tg2.ammal;f;f;f;DATA_INTERESTING_DESC_NO_AD
905;tg2.ammall;f;f;f;DATA_INTERESTING_DESC_NO_AD
906;tg2.ammall.x;f;f;f;DATA_INTERESTING_DESC_NO_AD
907;tg2.ammall.xyz;f;f;f;DATA_INTERESTING_DESC_NO_AD
908;t.prowolt.com;f;f;t;DATA_INTERESTING_DESC_YES_PII
909;tn2.uno;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
910;uaqa.org;f;f;f;DATA_INTERESTING_DESC_NO_SCAM,DATA_INTERESTING_DESC_NO_AD
911;treinta.app.link;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
952;exp.ec;f;f;f;DATA_INTERESTING_DESC_NO_AD
960;account.lyf;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
968;boatstr.co;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
976;connect.stripe.com;f;f;t;
984;dev-payments2.delux;f;f;t;DATA_INTERESTING_DESC_YES_DISCOVERY
992;eutm.top;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
1000;www.dating100.pro;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1008;hh-ballbot.my.id;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1016;in.sumsub.com;f;f;t;
1024;klo5.io;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1032;lwuwd.com;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
1040;mymeo.page.link;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1048;pockt.win;f;f;f;DATA_INTERESTING_DESC_NO_SCAM
1056;revolut.com;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1064;vivastreet.co.uk;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
1072;w-mt.mx;f;f;f;DATA_INTERESTING_DESC_NO_OTHER
